Date,City,ExpenseType,Amount,
1/28/2014,Ahmedabad,India,Bills,2568
1/20/2015,Bengaluru,India,Bills,65659
10/29/2013,Bengaluru,India,Bills,282107
7/22/2014,Bengaluru,India,Entertainment,101893
1/18/2014,Delhi,India,Grocery,267490
4/21/2014,Bengaluru,India,Food,197055
5/15/2015,Delhi,India,Food,171081
7/20/2014,Bengaluru,India,Bills,105523
12/29/2014,Bengaluru,India,Bills,34019
9/12/2014,Bengaluru,India,Fuel,242542
10/14/2013,Ahmedabad,India,Food,47708
8/22/2014,Delhi,India,Entertainment,56175
4/20/2015,Delhi,India,Fuel,174300
5/19/2014,Greater Mumbai,India,Food,17031
12/13/2013,Delhi,India,Grocery,176592
1/13/2015,Delhi,India,Fuel,184474
10/20/2013,Ahmedabad,India,Grocery,178894
4/12/2014,Bengaluru,India,Bills,39237
8/25/2014,Delhi,India,Food,135605
12/13/2013,Greater Mumbai,India,Entertainment,58636
7/15/2014,Bengaluru,India,Grocery,150837
4/17/2014,Bengaluru,India,Fuel,5316
2/17/2014,Ahmedabad,India,Food,26872
1/12/2014,Ahmedabad,India,Fuel,246848
6/14/2014,Ahmedabad,India,Entertainment,107163
8/14/2014,Bengaluru,India,Fuel,103688
11/11/2014,Delhi,India,Entertainment,299140
11/30/2013,Bengaluru,India,Fuel,168065
12/20/2014,Greater Mumbai,India,Fuel,139184
2/28/2015,Greater Mumbai,India,Fuel,139301
2/24/2015,Ahmedabad,India,Grocery,122103
9/22/2014,Ahmedabad,India,Bills,168209
11/29/2014,Greater Mumbai,India,Food,5061
4/24/2015,Bengaluru,India,Fuel,127805
11/13/2013,Ahmedabad,India,Bills,110331
1/29/2014,Delhi,India,Bills,199318
3/26/2014,Greater Mumbai,India,Food,126447
3/13/2015,Greater Mumbai,India,Food,280207
4/14/2015,Delhi,India,Fuel,134094
8/12/2014,Delhi,India,Fuel,115427
10/18/2013,Greater Mumbai,India,Fuel,14477
5/20/2014,Greater Mumbai,India,Entertainment,60684
12/30/2013,Bengaluru,India,Fuel,201638
12/10/2014,Ahmedabad,India,Entertainment,262938
1/27/2015,Ahmedabad,India,Fuel,65223
12/22/2013,Ahmedabad,India,Food,188812
10/10/2013,Delhi,India,Food,3092
6/28/2014,Ahmedabad,India,Bills,278704
2/24/2015,Delhi,India,Grocery,165213
2/18/2014,Ahmedabad,India,Fuel,118906
11/21/2013,Greater Mumbai,India,Bills,285394
4/22/2015,Bengaluru,India,Bills,198546
12/19/2013,Delhi,India,Bills,31603
8/15/2014,Delhi,India,Food,113888
1/20/2014,Greater Mumbai,India,Grocery,97239
5/21/2015,Delhi,India,Food,49813
1/11/2015,Ahmedabad,India,Entertainment,217196
11/28/2014,Delhi,India,Food,57202
11/20/2013,Delhi,India,Grocery,107664
6/19/2014,Delhi,India,Bills,18316
4/27/2015,Ahmedabad,India,Entertainment,207868
11/27/2014,Delhi,India,Grocery,46808
8/18/2014,Bengaluru,India,Fuel,14794
10/11/2014,Bengaluru,India,Grocery,3831
4/23/2015,Greater Mumbai,India,Grocery,261016
6/20/2014,Ahmedabad,India,Grocery,126017
10/24/2014,Bengaluru,India,Food,191839
10/30/2014,Delhi,India,Entertainment,267318
4/13/2015,Bengaluru,India,Bills,146766
10/20/2013,Greater Mumbai,India,Entertainment,267667
3/18/2014,Ahmedabad,India,Food,59968
2/13/2015,Greater Mumbai,India,Entertainment,3379
7/18/2014,Greater Mumbai,India,Bills,263210
2/25/2015,Bengaluru,India,Fuel,204523
11/13/2014,Bengaluru,India,Bills,63162
9/23/2014,Bengaluru,India,Entertainment,170061
10/15/2013,Delhi,India,Bills,189793
8/18/2014,Greater Mumbai,India,Entertainment,195345
11/20/2013,Bengaluru,India,Fuel,141315
11/30/2014,Greater Mumbai,India,Grocery,215661
3/21/2014,Greater Mumbai,India,Bills,49169
2/12/2014,Ahmedabad,India,Food,9013
10/28/2014,Delhi,India,Bills,149894
5/31/2014,Ahmedabad,India,Grocery,186241
11/25/2013,Bengaluru,India,Fuel,175084
8/22/2014,Bengaluru,India,Bills,24821
11/26/2013,Greater Mumbai,India,Grocery,238531
7/28/2014,Ahmedabad,India,Fuel,246011
1/14/2015,Greater Mumbai,India,Entertainment,255423
10/23/2014,Delhi,India,Food,95780
5/20/2015,Delhi,India,Fuel,253725
10/23/2013,Greater Mumbai,India,Food,136328
1/11/2014,Bengaluru,India,Food,204030
2/28/2015,Ahmedabad,India,Food,147690
2/24/2015,Ahmedabad,India,Entertainment,1177
11/18/2014,Greater Mumbai,India,Grocery,234410
11/30/2013,Greater Mumbai,India,Bills,225366
12/18/2013,Delhi,India,Grocery,181924
11/24/2013,Ahmedabad,India,Bills,100600
2/24/2015,Bengaluru,India,Grocery,238303
12/30/2014,Greater Mumbai,India,Grocery,19235
3/24/2015,Bengaluru,India,Bills,56304
10/16/2014,Ahmedabad,India,Fuel,75739
12/21/2014,Delhi,India,Grocery,273421
11/10/2014,Greater Mumbai,India,Entertainment,19457
4/25/2015,Greater Mumbai,India,Food,216660
10/13/2014,Delhi,India,Entertainment,145630
3/19/2014,Delhi,India,Entertainment,245670
3/29/2015,Bengaluru,India,Fuel,113583
8/31/2014,Greater Mumbai,India,Grocery,214638
2/20/2015,Delhi,India,Grocery,85700
4/13/2014,Greater Mumbai,India,Fuel,108182
1/12/2014,Greater Mumbai,India,Entertainment,129313
10/27/2014,Bengaluru,India,Grocery,1720
3/28/2015,Ahmedabad,India,Food,242958
1/24/2015,Bengaluru,India,Food,199697
4/11/2014,Greater Mumbai,India,Fuel,144736
12/27/2013,Ahmedabad,India,Bills,21481
10/22/2013,Delhi,India,Food,77358
10/18/2013,Bengaluru,India,Bills,53610
2/21/2014,Bengaluru,India,Food,65390
5/29/2014,Delhi,India,Bills,15864
10/31/2013,Ahmedabad,India,Entertainment,60856
3/20/2015,Ahmedabad,India,Grocery,96936
11/26/2014,Ahmedabad,India,Food,183406
2/27/2014,Delhi,India,Grocery,176845
2/25/2015,Ahmedabad,India,Fuel,261056
12/10/2014,Delhi,India,Fuel,135581
8/14/2014,Ahmedabad,India,Entertainment,257433
4/23/2014,Bengaluru,India,Grocery,173285
1/31/2014,Bengaluru,India,Fuel,157375
8/23/2014,Delhi,India,Bills,118053
9/22/2014,Delhi,India,Bills,138275
12/23/2014,Delhi,India,Grocery,107431
4/28/2014,Ahmedabad,India,Grocery,145721
11/18/2013,Delhi,India,Food,294490
1/19/2014,Ahmedabad,India,Entertainment,80279
4/30/2014,Ahmedabad,India,Fuel,86491
2/14/2015,Greater Mumbai,India,Entertainment,296257
4/28/2015,Delhi,India,Fuel,270753
10/20/2013,Delhi,India,Grocery,85901
1/13/2014,Greater Mumbai,India,Bills,260527
1/17/2014,Bengaluru,India,Food,60628
6/23/2014,Bengaluru,India,Food,125306
2/26/2014,Bengaluru,India,Bills,191089
3/12/2014,Ahmedabad,India,Bills,251877
6/28/2014,Greater Mumbai,India,Entertainment,125616
12/31/2014,Greater Mumbai,India,Entertainment,217359
8/12/2014,Delhi,India,Grocery,140577
4/23/2014,Delhi,India,Grocery,271327
2/22/2014,Bengaluru,India,Fuel,87135
10/10/2013,Greater Mumbai,India,Bills,253796
8/20/2014,Ahmedabad,India,Bills,31605
4/17/2015,Delhi,India,Grocery,66260
8/17/2014,Ahmedabad,India,Grocery,21970
7/29/2014,Bengaluru,India,Fuel,274669
12/14/2013,Ahmedabad,India,Food,210306
10/16/2014,Bengaluru,India,Entertainment,64257
10/26/2013,Bengaluru,India,Fuel,129356
9/11/2014,Ahmedabad,India,Entertainment,287466
5/19/2014,Greater Mumbai,India,Food,208112
3/17/2014,Bengaluru,India,Grocery,117127
4/15/2015,Ahmedabad,India,Fuel,112301
11/13/2014,Delhi,India,Entertainment,211530
4/28/2014,Delhi,India,Grocery,11927
10/28/2014,Bengaluru,India,Entertainment,215500
12/30/2014,Ahmedabad,India,Food,22594
12/28/2014,Greater Mumbai,India,Grocery,287870
7/31/2014,Delhi,India,Fuel,68847
4/21/2015,Ahmedabad,India,Fuel,286352
2/16/2014,Bengaluru,India,Bills,263729
8/20/2014,Greater Mumbai,India,Entertainment,182373
10/26/2013,Bengaluru,India,Food,213072
4/14/2014,Delhi,India,Grocery,145769
12/10/2013,Bengaluru,India,Food,177378
8/15/2014,Delhi,India,Grocery,293794
3/18/2015,Ahmedabad,India,Grocery,128171
5/10/2015,Greater Mumbai,India,Entertainment,16887
5/15/2015,Delhi,India,Grocery,18179
8/12/2014,Delhi,India,Entertainment,231765
6/22/2014,Bengaluru,India,Bills,82622
3/12/2015,Ahmedabad,India,Fuel,257634
3/30/2014,Delhi,India,Bills,182038
10/14/2013,Bengaluru,India,Entertainment,151491
4/25/2014,Greater Mumbai,India,Fuel,222834
6/29/2014,Delhi,India,Grocery,248672
4/28/2015,Bengaluru,India,Grocery,294735
3/12/2014,Greater Mumbai,India,Food,252899
3/17/2014,Ahmedabad,India,Bills,113949
5/29/2014,Delhi,India,Food,171649
7/12/2014,Ahmedabad,India,Food,284783
10/28/2013,Greater Mumbai,India,Bills,183120
1/14/2015,Delhi,India,Bills,175815
5/24/2014,Bengaluru,India,Grocery,32498
11/29/2014,Greater Mumbai,India,Food,152992
1/10/2015,Delhi,India,Fuel,253779
5/10/2015,Bengaluru,India,Entertainment,98209
1/25/2014,Ahmedabad,India,Entertainment,164145
1/21/2014,Ahmedabad,India,Food,133966
3/25/2014,Ahmedabad,India,Bills,299967
8/24/2014,Ahmedabad,India,Bills,41291
12/29/2014,Ahmedabad,India,Fuel,72521
2/23/2015,Delhi,India,Grocery,25569
1/10/2014,Delhi,India,Grocery,169362
10/22/2013,Ahmedabad,India,Entertainment,173612
1/25/2014,Delhi,India,Food,260332
2/10/2015,Bengaluru,India,Grocery,239254
4/14/2014,Greater Mumbai,India,Entertainment,18024
2/15/2014,Greater Mumbai,India,Fuel,240303
10/16/2014,Greater Mumbai,India,Food,260560
3/12/2014,Greater Mumbai,India,Bills,234177
10/15/2014,Bengaluru,India,Food,188137
3/16/2015,Greater Mumbai,India,Entertainment,286556
1/30/2014,Ahmedabad,India,Bills,24098
12/14/2013,Bengaluru,India,Food,273432
10/22/2014,Greater Mumbai,India,Fuel,77705
4/12/2014,Greater Mumbai,India,Entertainment,223522
2/23/2014,Greater Mumbai,India,Fuel,80173
12/14/2014,Bengaluru,India,Fuel,270690
7/24/2014,Ahmedabad,India,Bills,201320
3/25/2015,Ahmedabad,India,Bills,168152
11/18/2013,Bengaluru,India,Entertainment,209652
4/24/2014,Ahmedabad,India,Bills,290644
12/16/2014,Bengaluru,India,Food,268584
10/11/2013,Greater Mumbai,India,Fuel,231743
11/28/2013,Greater Mumbai,India,Fuel,127292
12/14/2014,Bengaluru,India,Food,261308
2/22/2015,Bengaluru,India,Grocery,199853
4/29/2014,Ahmedabad,India,Food,258228
6/21/2014,Bengaluru,India,Food,208641
7/16/2014,Bengaluru,India,Entertainment,147265
2/10/2015,Delhi,India,Fuel,168249
10/25/2013,Greater Mumbai,India,Fuel,257510
12/15/2013,Ahmedabad,India,Fuel,259517
6/18/2014,Bengaluru,India,Food,221240
10/16/2014,Bengaluru,India,Food,269761
4/10/2014,Ahmedabad,India,Grocery,209922
6/14/2014,Bengaluru,India,Entertainment,119153
12/28/2014,Greater Mumbai,India,Food,180317
4/22/2014,Markapur,India,Food,187847
10/20/2013,Mavoor,India,Food,135496
12/12/2014,Sillod,India,Food,78130
1/30/2014,Laharpur,India,Food,104675
11/25/2014,Shenkottai,India,Fuel,119201
12/11/2014,Neyveli (TS),India,Fuel,88964
5/10/2014,Kapadvanj,India,Food,48533
4/25/2015,Sojat,India,Food,289353
11/22/2013,Mohali,India,Entertainment,290438
9/24/2014,Sillod,India,Grocery,52379
10/31/2013,Narayanpet,India,Bills,126371
12/10/2013,Bhavnagar,India,Entertainment,121902
4/29/2015,Viluppuram,India,Grocery,242634
3/25/2015,Jamalpur,India,Grocery,25037
1/14/2014,Udaipurwati,India,Entertainment,31931
1/24/2015,Palanpur,India,Food,228093
10/12/2013,Muzaffarpur,India,Grocery,285635
11/25/2013,Taranagar,India,Bills,148311
11/14/2013,Mundi,India,Entertainment,132784
11/14/2013,Padrauna,India,Grocery,222503
4/27/2014,Vrindavan,India,Grocery,61233
12/20/2013,Byasanagar,India,Fuel,23691
3/13/2015,Mudhol,India,Bills,185835
10/17/2013,Sohna,India,Entertainment,28616
3/19/2014,Pune,India,Entertainment,260760
12/26/2013,Jehanabad,India,Food,68604
9/12/2014,Shegaon,India,Entertainment,238339
10/16/2014,Mapusa,India,Food,98221
10/13/2014,Uthamapalayam,India,Food,179045
2/12/2014,Nasirabad,India,Entertainment,11814
12/15/2013,Kapurthala,India,Fuel,121031
11/20/2013,Arwal,India,Grocery,166609
2/19/2014,Nanded-Waghala,India,Entertainment,116549
3/11/2014,Nilambur,India,Food,254407
6/11/2014,Jind,India,Grocery,204922
6/26/2014,Chalakudy,India,Entertainment,227457
4/26/2015,Lahar,India,Bills,210828
11/16/2014,Brahmapur,India,Fuel,3184
2/27/2015,Rahuri,India,Entertainment,1388
2/18/2014,Hindupur,India,Entertainment,158978
12/26/2013,Ponnani,India,Bills,223130
9/26/2014,Rajpipla,India,Bills,189449
1/15/2015,Pattukkottai,India,Entertainment,34267
2/11/2015,Aizawl,India,Grocery,178869
11/15/2014,Tura,India,Bills,8576
12/12/2013,Srivilliputhur,India,Entertainment,226430
8/21/2014,Siana,India,Entertainment,20953
8/30/2014,Nepanagar,India,Grocery,273771
1/10/2014,Nagaon,India,Grocery,49757
12/12/2013,Oddanchatram,India,Entertainment,20279
4/25/2014,Zira,India,Entertainment,218424
1/19/2015,Dhuri,India,Bills,79795
2/20/2015,Udaipurwati,India,Food,141946
9/30/2014,Rajampet,India,Fuel,78870
1/29/2014,Nahan,India,Bills,212438
3/21/2015,Shahdol,India,Bills,261005
1/12/2015,Kochi,India,Bills,256396
12/11/2014,Shahabad,India,Bills,123745
8/20/2014,Sirhind Fatehgarh Sahib,India,Entertainment,275044
1/21/2015,Zaidpur,India,Food,7134
4/18/2014,Malout,India,Entertainment,131686
12/27/2014,Padrauna,India,Fuel,95539
5/12/2015,Khambhat,India,Grocery,6355
2/11/2015,Rabkavi Banhatti,India,Food,264477
1/25/2015,Ramdurg,India,Bills,10813
10/30/2013,Imphal,India,Entertainment,225496
10/12/2013,Raigarh,India,Grocery,278954
6/23/2014,Rajapalayam,India,Entertainment,22821
11/15/2013,Narwana,India,Fuel,53858
10/16/2014,Imphal,India,Food,39936
4/23/2014,Akot,India,Food,152677
10/31/2013,Karjat,India,Entertainment,210457
12/12/2013,Udaipur,India,Bills,271474
5/18/2015,Murwara (Katni),India,Food,152062
11/14/2013,Warora,India,Entertainment,237933
3/16/2015,Vyara,India,Food,65359
9/17/2014,Nandivaram-Guduvancheri,India,Fuel,284610
1/26/2015,Yellandu,India,Entertainment,60054
11/25/2013,Nimbahera,India,Entertainment,256021
11/15/2014,Ambejogai,India,Entertainment,156433
4/24/2015,Shahade,India,Entertainment,104627
3/31/2015,Pithoragarh,India,Entertainment,110546
10/11/2013,Maner,India,Entertainment,91099
9/27/2014,Firozabad,India,Grocery,156314
8/13/2014,Barpeta,India,Food,133742
1/20/2015,Raurkela,India,Food,100861
5/21/2015,Limbdi,India,Entertainment,135822
7/19/2014,Mokameh,India,Food,127098
11/23/2013,Taki,India,Bills,57263
1/12/2015,Kaithal,India,Grocery,138879
10/24/2013,Lahar,India,Food,125489
2/23/2015,Erode,India,Food,206207
3/17/2015,Sawai Madhopur,India,Food,167280
3/30/2014,Malpura,India,Entertainment,278860
10/16/2014,Samastipur,India,Bills,26295
10/13/2013,Jagdalpur,India,Grocery,216770
7/24/2014,Achalpur,India,Grocery,192579
12/15/2013,Ahmednagar,India,Grocery,53901
6/28/2014,Malpura,India,Fuel,64547
4/17/2015,Shikohabad,India,Bills,277876
8/14/2014,Mungeli,India,Fuel,102849
4/28/2014,Udhampur,India,Entertainment,181339
11/20/2014,Thiruvananthapuram,India,Entertainment,227784
2/25/2015,Padra,India,Grocery,71337
5/15/2015,Losal,India,Food,287960
10/27/2014,Nasirabad,India,Food,111635
2/25/2014,Nagaon,India,Food,203420
8/13/2014,Singrauli,India,Grocery,87517
4/14/2014,Naugawan Sadat,India,Fuel,146378
6/20/2014,Dimapur,India,Bills,1802
8/15/2014,Peddapuram,India,Grocery,45476
11/25/2014,Rewa,India,Grocery,139310
6/22/2014,Barnala,India,Bills,90718
7/21/2014,Barpeta,India,Bills,64188
11/11/2013,Sironj,India,Entertainment,297574
4/18/2014,Fatehabad,India,Entertainment,257574
10/24/2013,Vikramasingapuram,India,Food,93207
2/13/2014,Mangaluru,India,Food,178429
9/13/2014,Palwal,India,Entertainment,55110
1/14/2014,Nabarangapur,India,Food,68016
6/14/2014,Ballari,India,Bills,125105
10/26/2014,Periyasemur,India,Grocery,254488
9/20/2014,Sagar,India,Fuel,222793
9/22/2014,Taranagar,India,Grocery,156251
3/26/2015,Navi Mumbai,India,Fuel,183390
12/14/2013,Manjlegaon,India,Bills,18779
5/23/2015,Thakurdwara,India,Bills,256786
1/31/2015,Jagraon,India,Food,209805
4/22/2014,Shikaripur,India,Food,140866
11/24/2013,Jind,India,Food,228051
2/22/2014,Nanded-Waghala,India,Fuel,11041
6/12/2014,Ongole,India,Food,173724
4/20/2014,Losal,India,Entertainment,48108
6/21/2014,Kendujhar,India,Bills,116123
9/15/2014,Jagraon,India,Bills,127177
12/16/2014,Jangaon,India,Fuel,209594
12/31/2014,Sitapur,India,Food,189031
2/22/2014,Diphu,India,Entertainment,177363
12/18/2013,Pavagada,India,Food,121351
2/26/2014,Umred,India,Fuel,295112
9/25/2014,Lakheri,India,Food,135533
12/12/2014,Hindupur,India,Fuel,200464
5/12/2015,Mandapeta,India,Bills,244877
8/22/2014,Sira,India,Bills,281227
12/28/2013,Shenkottai,India,Fuel,176732
5/21/2014,Chirmiri,India,Fuel,185029
1/15/2014,Palacole,India,Food,198337
4/25/2015,Siddipet,India,Grocery,90531
7/24/2014,Bellampalle,India,Entertainment,297800
3/25/2015,Udhagamandalam,India,Grocery,18995
4/18/2015,Palacole,India,Grocery,137611
10/23/2013,Kozhikode,India,Fuel,220052
10/26/2014,Baripada Town,India,Grocery,3207
10/13/2013,Pilkhuwa,India,Grocery,242968
2/13/2014,Nawabganj,India,Fuel,12342
3/30/2014,Sadabad,India,Food,246074
5/12/2014,Arrah,India,Entertainment,62392
11/10/2014,Faridabad,India,Grocery,17547
6/14/2014,Jammalamadugu,India,Bills,15300
4/14/2014,Bhadrak,India,Bills,112546
11/18/2013,Naidupet,India,Entertainment,260224
9/10/2014,Pathri,India,Grocery,37992
7/23/2014,Narayanpet,India,Entertainment,135046
2/22/2015,Kharar,India,Bills,259942
3/14/2015,Jamnagar,India,Food,176165
5/31/2014,Yavatmal,India,Entertainment,127894
7/29/2014,Itarsi,India,Food,223757
5/16/2014,Sirohi,India,Fuel,99637
4/29/2014,Upleta,India,Entertainment,222874
12/22/2013,Narayanpet,India,Entertainment,128118
4/23/2015,Amroha,India,Fuel,282791
11/25/2014,Bathinda,India,Entertainment,230401
5/14/2015,Arwal,India,Grocery,29786
7/13/2014,Chirmiri,India,Entertainment,159835
12/19/2013,Tilhar,India,Fuel,292243
3/27/2014,Bharatpur,India,Grocery,19746
8/16/2014,Vijayawada,India,Bills,168828
10/22/2014,Madhupur,India,Entertainment,162182
2/25/2015,Pilani,India,Fuel,87864
1/25/2015,Thrissur,India,Food,133614
11/25/2013,Visakhapatnam,India,Entertainment,27225
11/27/2013,Taliparamba,India,Bills,86100
1/11/2014,Mehkar,India,Entertainment,110563
1/26/2014,Repalle,India,Entertainment,269575
4/17/2015,Sadasivpet,India,Grocery,115913
12/21/2013,Belagavi,India,Bills,164586
5/24/2014,Ramngarh,India,Grocery,176829
5/19/2015,Nanjikottai,India,Food,88442
11/28/2014,Jagraon,India,Entertainment,251954
1/30/2015,Porbandar,India,Fuel,276800
10/27/2013,Mahasamund,India,Fuel,168855
5/31/2014,Rudrapur,India,Food,136676
9/28/2014,Greater Mumbai,India,Entertainment,159417
6/13/2014,Vedaranyam,India,Entertainment,216710
11/13/2014,Chikkamagaluru,India,Bills,27923
10/21/2014,Thrissur,India,Grocery,105912
10/11/2013,Nahan,India,Food,248730
1/31/2014,Rishikesh,India,Bills,196511
1/28/2014,Vyara,India,Entertainment,94557
4/24/2015,Morshi,India,Bills,185314
11/15/2014,Venkatagiri,India,Food,91347
5/17/2015,Sidlaghatta,India,Bills,70662
1/14/2014,Sirohi,India,Food,19222
10/18/2014,Diphu,India,Entertainment,82076
11/25/2014,Dehri-on-Sone,India,Entertainment,238575
3/12/2014,Tenkasi,India,Food,19993
10/17/2014,Sonipat,India,Bills,140532
2/28/2014,Talikota,India,Grocery,219887
3/16/2014,Anantnag,India,Food,155514
4/28/2015,Silchar,India,Food,275962
3/24/2014,Korba,India,Fuel,149430
4/22/2014,Palghar,India,Food,115956
10/31/2014,Kendrapara,India,Bills,144012
10/20/2013,Sagar,India,Grocery,25132
2/13/2015,Mahesana,India,Entertainment,120887
11/22/2014,Panruti,India,Entertainment,50053
12/22/2014,Jalandhar,India,Food,110885
8/28/2014,Najibabad,India,Bills,217573
1/21/2014,Chatra,India,Food,121381
9/20/2014,Hubli-Dharwad,India,Entertainment,25161
3/15/2015,Buxar,India,Fuel,92816
8/10/2014,Jhansi,India,Entertainment,142857
5/19/2014,Panna,India,Bills,89751
5/10/2014,Naidupet,India,Entertainment,93227
11/16/2014,Terdal,India,Bills,64570
1/14/2015,Limbdi,India,Bills,259459
5/11/2014,Mangrol,India,Entertainment,90232
3/15/2014,Shrirampur,India,Bills,172635
5/16/2014,Ladwa,India,Fuel,270377
1/25/2014,Mangrulpir,India,Grocery,285074
2/12/2014,Nuzvid,India,Fuel,51232
3/17/2015,Thakurdwara,India,Entertainment,173349
4/26/2014,Sihor,India,Grocery,241588
5/25/2015,Hubli-Dharwad,India,Grocery,20455
2/10/2014,Jagtial,India,Grocery,135497
3/20/2014,Sadulpur,India,Fuel,254054
11/27/2014,Sheikhpura,India,Grocery,13165
3/14/2014,Perumbavoor,India,Bills,91163
4/11/2014,Dharmavaram,India,Fuel,188372
1/16/2015,Tiptur,India,Fuel,174890
10/16/2013,Bikaner,India,Grocery,147769
2/26/2014,Arambagh,India,Food,286347
10/19/2014,Sibsagar,India,Grocery,167193
3/28/2014,Deesa,India,Entertainment,209664
3/29/2015,Maddur,India,Entertainment,55831
12/21/2013,Pasan,India,Entertainment,47218
5/24/2014,Raipur,India,Grocery,69427
12/26/2013,Hoshiarpur,India,Fuel,138408
12/17/2013,Muzaffarpur,India,Bills,218014
2/21/2015,Tilhar,India,Grocery,155934
3/10/2015,Bokaro Steel City,India,Grocery,193537
3/30/2014,Sivaganga,India,Food,43432
1/19/2014,Bharuch,India,Bills,127042
4/19/2014,Surat,India,Grocery,268235
10/30/2014,Sundargarh,India,Grocery,130997
2/11/2014,Kurnool,India,Fuel,171102
1/16/2015,Barbil,India,Grocery,240601
7/30/2014,Chilakaluripet,India,Entertainment,164363
12/25/2013,Sailu,India,Bills,52135
4/13/2014,Puliyankudi,India,Bills,38254
12/20/2013,Umbergaon,India,Entertainment,147905
4/22/2014,Pandhurna,India,Bills,274929
8/19/2014,Muddebihal,India,Food,148211
11/12/2014,Washim,India,Entertainment,116562
12/23/2013,Sangli,India,Entertainment,46131
10/17/2013,Diphu,India,Entertainment,169151
1/31/2015,Dehradun,India,Fuel,48156
3/28/2015,Gokak,India,Bills,5566
8/14/2014,Loni,India,Food,121220
2/19/2015,Hazaribag,India,Grocery,137433
5/10/2014,Paschim Punropara,India,Grocery,197826
5/18/2015,Usilampatti,India,Grocery,76856
1/21/2014,Sidhi,India,Food,261718
8/15/2014,Rohtak,India,Grocery,292106
12/14/2013,Phagwara,India,Fuel,107822
4/25/2014,Ambikapur,India,Fuel,187766
4/10/2015,Tilhar,India,Fuel,237621
3/21/2014,Mahalingapura,India,Grocery,79643
4/13/2015,Saunda,India,Fuel,242361
5/18/2015,Ratnagiri,India,Fuel,199825
12/20/2014,Vijayapura,India,Fuel,64450
1/13/2015,Chennai,India,Food,107874
9/16/2014,Kodungallur,India,Entertainment,209764
3/31/2014,Paravoor,India,Fuel,281476
11/26/2013,Kayamkulam,India,Food,202863
2/17/2015,Renukoot,India,Fuel,91862
2/10/2015,Guntur,India,Bills,64405
11/11/2014,Nizamabad,India,Entertainment,214963
8/18/2014,Parli,India,Food,248500
2/10/2014,Tenkasi,India,Food,130480
2/26/2014,Bhilwara,India,Fuel,211785
3/19/2015,Karimnagar,India,Fuel,113243
3/11/2015,Bodhan,India,Food,188220
3/20/2014,Shamsabad Agra,India,Food,128070
9/12/2014,Rajula,India,Entertainment,255526
1/13/2014,Paravoor,India,Grocery,65478
10/10/2014,Bankura,India,Food,228038
12/13/2013,Khanna,India,Fuel,122336
9/16/2014,Gokak,India,Food,34423
10/23/2014,Rae Bareli,India,Fuel,221637
5/26/2015,Khair,India,Grocery,247887
10/31/2013,Udgir,India,Entertainment,242953
4/26/2015,Ottappalam,India,Grocery,101024
11/28/2014,Shahbad,India,Bills,129297
3/29/2015,Nowgong,India,Fuel,128380
3/30/2015,Risod,India,Entertainment,285653
5/21/2014,Mainaguri,India,Entertainment,234579
3/12/2015,Kaithal,India,Bills,10418
11/12/2013,Sidhpur,India,Fuel,52084
7/22/2014,Shirur,India,Bills,270652
7/21/2014,Kolar,India,Fuel,214278
1/10/2014,Erode,India,Food,58448
7/14/2014,Sahibganj,India,Food,249871
12/19/2014,Afzalpur,India,Entertainment,64737
12/28/2014,Uchgaon,India,Fuel,83816
10/28/2013,Deoghar,India,Grocery,63821
12/25/2013,Nadbai,India,Food,12984
12/17/2013,Cherthala,India,Food,169669
8/27/2014,Rudrapur,India,Entertainment,187285
5/15/2014,Kalpi,India,Fuel,283088
4/17/2014,Sangrur,India,Entertainment,79224
5/11/2014,Viramgam,India,Bills,240489
3/11/2015,Panipat,India,Fuel,27402
4/27/2014,Bathinda,India,Grocery,130745
10/27/2013,Manavadar,India,Fuel,95712
12/12/2014,Narnaul,India,Entertainment,138430
2/10/2014,Lal Gopalganj Nindaura,India,Bills,73196
12/28/2014,Visakhapatnam,India,Grocery,112931
10/18/2014,Sidhpur,India,Bills,262227
3/24/2015,Perambalur,India,Fuel,50023
4/25/2014,Kurnool,India,Fuel,241011
2/12/2015,Parli,India,Grocery,152741
1/28/2014,Jatani,India,Grocery,162425
3/30/2015,Manwath,India,Bills,144855
4/15/2014,Nidadavole,India,Fuel,139554
7/20/2014,Sardarshahar,India,Entertainment,100856
3/14/2014,Rajakhera,India,Bills,186932
11/15/2013,Sojat,India,Fuel,7031
11/11/2014,Rajula,India,Bills,22439
8/24/2014,Noida,India,Grocery,107903
6/10/2014,Nedumangad,India,Food,260176
7/28/2014,Ranaghat,India,Grocery,232943
6/23/2014,Visakhapatnam,India,Bills,233023
1/20/2015,Jagraon,India,Bills,196646
2/10/2014,Ramanathapuram,India,Food,40774
10/11/2014,Batala,India,Grocery,216392
3/13/2015,Machilipatnam,India,Bills,203194
2/18/2015,Suar,India,Food,32848
2/20/2014,Bengaluru,India,Food,191372
5/16/2015,Mahnar Bazar,India,Bills,242549
3/21/2014,Pusad,India,Food,283421
5/19/2015,Seoni,India,Food,139712
11/22/2014,Patiala,India,Grocery,207602
3/27/2014,Madurai,India,Entertainment,289594
6/26/2014,Vasai-Virar,India,Entertainment,129530
2/18/2014,Kot Kapura,India,Bills,262825
3/10/2014,Ranaghat,India,Food,66072
9/12/2014,Nawabganj,India,Entertainment,57341
12/27/2014,Pehowa,India,Fuel,82438
1/14/2014,Nagaur,India,Entertainment,295725
