index,City,Date,Card Type,Exp Type,Gender,Amount
5207,"Bengaluru, India",12-Apr-14,Signature,Bills,F,84189
5208,"Bengaluru, India",18-Apr-15,Gold,Entertainment,M,156016
5209,"Ahmedabad, India",3-Nov-13,Gold,Grocery,F,178941
5210,"Ahmedabad, India",9-Apr-14,Platinum,Food,F,138852
5211,"Greater Mumbai, India",26-Nov-14,Gold,Entertainment,F,167149
5212,"Delhi, India",31-Dec-13,Silver,Bills,F,31202
5213,"Greater Mumbai, India",11-Jul-14,Gold,Fuel,F,177232
5214,"Ahmedabad, India",24-Feb-15,Gold,Fuel,F,93822
5215,"Greater Mumbai, India",29-Oct-13,Platinum,Grocery,M,124882
5216,"Delhi, India",21-Dec-14,Gold,Bills,F,59689
5217,"Delhi, India",2-Jul-14,Signature,Fuel,M,84127
5218,"Ahmedabad, India",1-Mar-14,Gold,Entertainment,F,211532
5219,"Delhi, India",21-Dec-14,Silver,Grocery,M,189659
5220,"Greater Mumbai, India",17-Apr-15,Silver,Fuel,M,119541
5221,"Bengaluru, India",7-Jan-14,Silver,Grocery,F,103709
5222,"Ahmedabad, India",22-Oct-14,Platinum,Grocery,F,178746
5223,"Ahmedabad, India",16-May-14,Gold,Fuel,F,111732
5224,"Ahmedabad, India",12-Mar-14,Silver,Grocery,F,261416
5225,"Greater Mumbai, India",8-Nov-14,Signature,Entertainment,M,165775
5226,"Bengaluru, India",19-Sep-14,Signature,Grocery,M,241039
5227,"Delhi, India",15-Apr-14,Silver,Bills,F,4467
5228,"Ahmedabad, India",14-Dec-13,Silver,Fuel,M,183722
5229,"Bengaluru, India",27-Feb-14,Signature,Grocery,M,132275
5230,"Delhi, India",6-Feb-14,Platinum,Bills,M,162517
5231,"Bengaluru, India",28-Oct-14,Platinum,Grocery,F,200238
5232,"Ahmedabad, India",8-Aug-14,Signature,Grocery,M,181311
5233,"Ahmedabad, India",24-Mar-14,Platinum,Entertainment,F,167964
5234,"Ahmedabad, India",26-Nov-14,Gold,Bills,F,24893
5235,"Delhi, India",15-Feb-15,Signature,Fuel,M,35233
5236,"Greater Mumbai, India",22-Oct-14,Platinum,Entertainment,M,79097
5237,"Bengaluru, India",23-Mar-15,Silver,Entertainment,M,274120
5238,"Bengaluru, India",15-Feb-14,Signature,Grocery,F,169003
5239,"Delhi, India",12-Apr-14,Silver,Bills,F,204842
5240,"Delhi, India",18-Feb-15,Gold,Food,M,69712
5241,"Greater Mumbai, India",29-Jan-15,Platinum,Entertainment,F,54937
5242,"Delhi, India",1-Feb-14,Silver,Fuel,F,263493
5243,"Bengaluru, India",31-Oct-14,Gold,Fuel,M,56533
5244,"Bengaluru, India",2-Apr-14,Gold,Food,M,268451
5245,"Ahmedabad, India",25-Apr-14,Signature,Food,F,88575
5246,"Bengaluru, India",17-Dec-14,Silver,Entertainment,M,164258
5247,"Delhi, India",24-Feb-15,Silver,Food,M,15121
5248,"Delhi, India",25-Apr-15,Signature,Bills,F,244345
5249,"Greater Mumbai, India",6-Jul-14,Signature,Grocery,F,179801
5250,"Bengaluru, India",31-Jan-14,Gold,Entertainment,F,254756
5251,"Ahmedabad, India",22-Apr-14,Silver,Food,F,38016
5252,"Delhi, India",14-Apr-14,Gold,Food,M,22473
5253,"Greater Mumbai, India",23-Jul-14,Signature,Entertainment,F,263260
5254,"Greater Mumbai, India",5-Nov-13,Gold,Bills,M,15314
5255,"Delhi, India",15-May-14,Silver,Entertainment,F,242764
5256,"Bengaluru, India",2-Dec-13,Silver,Entertainment,F,1074
5257,"Greater Mumbai, India",25-Dec-13,Silver,Entertainment,F,299602
5258,"Ahmedabad, India",11-Mar-15,Platinum,Fuel,M,131136
5259,"Delhi, India",1-Mar-15,Signature,Grocery,M,237429
5260,"Ahmedabad, India",25-May-14,Signature,Bills,F,189227
5261,"Bengaluru, India",23-Mar-14,Silver,Entertainment,M,285600
5262,"Delhi, India",11-Mar-14,Signature,Grocery,M,184864
5263,"Ahmedabad, India",3-Sep-14,Signature,Bills,F,169870
5264,"Ahmedabad, India",15-Sep-14,Platinum,Food,M,43023
5265,"Ahmedabad, India",7-Apr-15,Signature,Bills,M,112875
5266,"Ahmedabad, India",28-Jan-15,Gold,Fuel,F,259750
5267,"Greater Mumbai, India",23-Apr-14,Silver,Fuel,M,193861
5268,"Delhi, India",16-May-15,Platinum,Bills,F,130026
5269,"Delhi, India",10-May-14,Gold,Fuel,M,126162
5270,"Delhi, India",23-Oct-14,Silver,Fuel,F,106499
5271,"Bengaluru, India",17-Oct-14,Signature,Entertainment,F,240451
5272,"Bengaluru, India",29-Sep-14,Signature,Bills,M,25009
5273,"Delhi, India",5-Feb-14,Gold,Food,F,35383
5274,"Ahmedabad, India",23-Sep-14,Silver,Bills,F,260429
5275,"Bengaluru, India",29-Apr-14,Silver,Food,M,260176
5276,"Bengaluru, India",23-Mar-14,Platinum,Food,F,259357
5277,"Delhi, India",26-Jun-14,Gold,Entertainment,F,61646
5278,"Delhi, India",21-Dec-14,Platinum,Food,F,231143
5279,"Ahmedabad, India",22-Jan-14,Silver,Fuel,M,199098
5280,"Bengaluru, India",15-Aug-14,Platinum,Fuel,F,29472
5281,"Delhi, India",26-Mar-14,Signature,Grocery,F,288615
5282,"Ahmedabad, India",11-Oct-14,Silver,Fuel,M,47164
5283,"Delhi, India",20-Jan-14,Signature,Entertainment,M,94777
5284,"Bengaluru, India",4-Apr-14,Gold,Food,M,270008
5285,"Greater Mumbai, India",15-Oct-13,Platinum,Bills,M,229198
5286,"Ahmedabad, India",13-Jan-14,Platinum,Bills,M,59010
5287,"Bengaluru, India",20-May-14,Silver,Fuel,F,192017
5288,"Ahmedabad, India",6-Mar-14,Gold,Food,M,106653
5289,"Greater Mumbai, India",26-Nov-13,Signature,Food,M,28996
5290,"Greater Mumbai, India",26-Jul-14,Platinum,Food,F,184279
5291,"Greater Mumbai, India",26-May-15,Signature,Entertainment,F,28616
5292,"Ahmedabad, India",30-Mar-14,Signature,Entertainment,M,247876
5293,"Bengaluru, India",22-Jun-14,Signature,Entertainment,F,283678
5294,"Greater Mumbai, India",27-Oct-14,Platinum,Food,M,297657
5295,"Ahmedabad, India",21-Mar-15,Platinum,Food,F,125570
5296,"Greater Mumbai, India",26-Nov-13,Platinum,Bills,F,251563
5297,"Greater Mumbai, India",30-Aug-14,Gold,Fuel,M,104840
5298,"Ahmedabad, India",23-Nov-13,Platinum,Bills,M,202135
5299,"Delhi, India",22-Nov-14,Signature,Food,F,77711
5300,"Delhi, India",30-Dec-14,Gold,Bills,F,14863
5301,"Greater Mumbai, India",13-Dec-14,Silver,Grocery,M,288098
5302,"Bengaluru, India",20-Aug-14,Silver,Food,M,94600
5303,"Greater Mumbai, India",6-Oct-13,Silver,Entertainment,M,223491
5304,"Bengaluru, India",26-Mar-15,Silver,Food,M,204546
5305,"Bengaluru, India",5-Feb-14,Gold,Fuel,M,71739
5306,"Bengaluru, India",9-Feb-14,Gold,Food,F,236393
5307,"Greater Mumbai, India",23-Mar-15,Gold,Entertainment,F,148784
5308,"Bengaluru, India",15-Mar-15,Gold,Food,M,50734
5309,"Bengaluru, India",28-Feb-15,Gold,Bills,M,154059
5310,"Delhi, India",21-Feb-15,Gold,Bills,M,26140
5311,"Bengaluru, India",1-Feb-15,Gold,Bills,M,70524
5312,"Bengaluru, India",3-Apr-15,Platinum,Fuel,M,86861
5313,"Greater Mumbai, India",16-May-15,Signature,Entertainment,M,142768
5314,"Ahmedabad, India",30-Aug-14,Silver,Fuel,F,2927
5315,"Ahmedabad, India",4-Aug-14,Silver,Grocery,F,86445
5316,"Bengaluru, India",11-Apr-15,Signature,Fuel,M,127105
5317,"Ahmedabad, India",19-Feb-15,Platinum,Grocery,F,288609
5318,"Bengaluru, India",20-Jan-14,Silver,Food,M,57826
5319,"Delhi, India",7-Mar-14,Platinum,Bills,F,179306
5320,"Greater Mumbai, India",10-Mar-15,Silver,Bills,F,223918
5321,"Greater Mumbai, India",9-May-14,Platinum,Fuel,F,260232
5322,"Greater Mumbai, India",17-Feb-15,Signature,Entertainment,F,272727
5323,"Delhi, India",9-Oct-13,Silver,Entertainment,F,70818
5324,"Delhi, India",29-Jul-14,Platinum,Fuel,F,69598
5325,"Greater Mumbai, India",7-May-15,Silver,Fuel,F,47031
5326,"Delhi, India",24-Mar-15,Gold,Bills,M,225544
5327,"Greater Mumbai, India",15-Apr-14,Signature,Food,M,119945
5328,"Greater Mumbai, India",31-Jan-14,Signature,Fuel,M,268683
5329,"Delhi, India",29-Dec-14,Silver,Bills,M,1921
5330,"Ahmedabad, India",25-Jun-14,Silver,Fuel,F,200435
5331,"Ahmedabad, India",12-Feb-15,Gold,Fuel,F,1038
5332,"Greater Mumbai, India",11-May-15,Platinum,Food,M,221277
5333,"Delhi, India",7-May-14,Signature,Entertainment,M,279437
5334,"Greater Mumbai, India",3-Nov-14,Silver,Fuel,M,294413
5335,"Delhi, India",22-Jan-14,Signature,Entertainment,M,134130
5336,"Greater Mumbai, India",4-Feb-15,Platinum,Grocery,M,59330
5337,"Greater Mumbai, India",2-Sep-14,Silver,Entertainment,M,77510
5338,"Bengaluru, India",5-Oct-13,Gold,Entertainment,M,264301
5339,"Bengaluru, India",11-May-15,Gold,Entertainment,F,124384
5340,"Delhi, India",12-Mar-14,Gold,Fuel,F,176366
5341,"Delhi, India",30-Oct-14,Signature,Fuel,F,158155
5342,"Ahmedabad, India",9-Jan-15,Gold,Fuel,F,295383
5343,"Delhi, India",4-Jun-14,Platinum,Fuel,M,235046
5344,"Greater Mumbai, India",19-Dec-14,Silver,Fuel,F,63304
5345,"Ahmedabad, India",15-Mar-15,Silver,Food,M,80962
5346,"Delhi, India",20-Feb-14,Silver,Food,M,98978
5347,"Bengaluru, India",12-Jun-14,Platinum,Entertainment,M,74176
5348,"Ahmedabad, India",22-Mar-14,Silver,Entertainment,F,122419
5349,"Bengaluru, India",15-May-15,Gold,Fuel,F,294497
5350,"Ahmedabad, India",20-Feb-14,Gold,Bills,M,24108
5351,"Ahmedabad, India",12-Jan-15,Silver,Grocery,F,135275
5352,"Greater Mumbai, India",11-Mar-15,Silver,Entertainment,F,267109
5353,"Greater Mumbai, India",28-Dec-14,Silver,Food,M,213380
5354,"Greater Mumbai, India",25-Mar-15,Signature,Grocery,F,56677
5355,"Greater Mumbai, India",11-Oct-14,Silver,Entertainment,M,148897
5356,"Bengaluru, India",1-May-14,Silver,Grocery,M,7076
5357,"Ahmedabad, India",29-Mar-15,Gold,Bills,M,215477
5358,"Greater Mumbai, India",9-Mar-15,Silver,Fuel,F,163670
5359,"Delhi, India",23-Oct-14,Platinum,Grocery,F,21699
5360,"Ahmedabad, India",21-Dec-13,Signature,Food,M,131453
5361,"Delhi, India",8-Nov-14,Signature,Grocery,F,206680
5362,"Ahmedabad, India",17-Dec-13,Signature,Grocery,F,11689
5363,"Greater Mumbai, India",12-Feb-14,Platinum,Food,F,63166
5364,"Bengaluru, India",18-Dec-14,Platinum,Bills,M,46238
5365,"Bengaluru, India",4-May-15,Platinum,Entertainment,F,107596
5366,"Bengaluru, India",6-Feb-15,Gold,Fuel,F,173517
5367,"Ahmedabad, India",11-Dec-13,Signature,Grocery,F,227745
5368,"Delhi, India",26-Dec-13,Platinum,Fuel,M,32960
5369,"Ahmedabad, India",10-Mar-15,Signature,Grocery,M,232224
5370,"Bengaluru, India",10-May-14,Silver,Bills,M,70587
5371,"Bengaluru, India",18-May-14,Gold,Bills,F,66180
5372,"Ahmedabad, India",24-Nov-13,Platinum,Bills,M,242557
5373,"Ahmedabad, India",23-Oct-13,Silver,Food,F,259535
5374,"Bengaluru, India",25-Jun-14,Silver,Food,M,77264
5375,"Delhi, India",25-Aug-14,Silver,Entertainment,M,148690
5376,"Ahmedabad, India",12-Jan-14,Gold,Entertainment,M,229828
5377,"Delhi, India",9-Dec-14,Signature,Food,M,164737
5378,"Greater Mumbai, India",8-Dec-14,Platinum,Grocery,M,190142
5379,"Bengaluru, India",28-Dec-13,Gold,Food,M,287542
5380,"Greater Mumbai, India",8-Jun-14,Signature,Bills,M,137778
5381,"Delhi, India",10-May-14,Gold,Entertainment,M,143158
5382,"Greater Mumbai, India",5-Jan-14,Signature,Bills,F,49523
5383,"Ahmedabad, India",28-Apr-15,Platinum,Bills,M,114982
5384,"Bengaluru, India",17-Mar-15,Signature,Entertainment,M,179755
5385,"Ahmedabad, India",1-Dec-13,Platinum,Bills,F,190943
5386,"Bengaluru, India",2-Aug-14,Platinum,Grocery,F,133270
5387,"Bengaluru, India",17-May-15,Platinum,Grocery,F,278444
5388,"Bengaluru, India",4-May-14,Silver,Entertainment,F,76216
5389,"Greater Mumbai, India",16-Feb-14,Signature,Fuel,F,82924
5390,"Bengaluru, India",28-Apr-14,Gold,Bills,F,79125
5391,"Greater Mumbai, India",15-Mar-14,Signature,Entertainment,F,245169
5392,"Delhi, India",24-Jul-14,Silver,Bills,F,205940
5393,"Ahmedabad, India",7-Feb-14,Platinum,Food,F,104816
5394,"Ahmedabad, India",12-May-14,Platinum,Entertainment,F,7460
5395,"Bengaluru, India",28-Mar-15,Gold,Food,M,75859
5396,"Delhi, India",16-Dec-14,Gold,Bills,F,88457
5397,"Ahmedabad, India",15-May-15,Silver,Grocery,F,98814
5398,"Ahmedabad, India",24-Apr-15,Platinum,Bills,F,91320
5399,"Ahmedabad, India",7-Jan-15,Platinum,Grocery,F,121503
5400,"Greater Mumbai, India",16-Dec-14,Platinum,Food,M,119817
5401,"Delhi, India",26-Aug-14,Signature,Bills,F,49676
5402,"Ahmedabad, India",16-Dec-13,Silver,Fuel,M,60266
5403,"Ahmedabad, India",3-Mar-14,Silver,Grocery,M,252859
5404,"Delhi, India",5-Nov-13,Gold,Entertainment,M,135165
5405,"Bengaluru, India",24-Apr-15,Platinum,Entertainment,F,176742
5406,"Delhi, India",31-May-14,Silver,Fuel,M,70308
5407,"Ahmedabad, India",1-Mar-14,Silver,Entertainment,F,67253
5408,"Greater Mumbai, India",15-Oct-14,Platinum,Entertainment,M,123744
5409,"Greater Mumbai, India",26-Apr-14,Gold,Fuel,M,216295
5410,"Bengaluru, India",7-Nov-14,Gold,Grocery,F,299920
5411,"Greater Mumbai, India",26-Sep-14,Signature,Entertainment,M,208640
5412,"Bengaluru, India",9-Mar-14,Gold,Food,F,169681
5413,"Ahmedabad, India",5-Nov-13,Platinum,Entertainment,F,244384
5414,"Ahmedabad, India",15-Aug-14,Silver,Grocery,M,256534
5415,"Bengaluru, India",26-Dec-14,Platinum,Fuel,F,230798
5416,"Greater Mumbai, India",18-Oct-14,Gold,Food,F,216961
5417,"Greater Mumbai, India",10-Mar-14,Silver,Grocery,F,86778
5418,"Greater Mumbai, India",24-Mar-14,Signature,Bills,F,168061
5419,"Greater Mumbai, India",18-Sep-14,Gold,Entertainment,M,225892
5420,"Delhi, India",31-Oct-13,Gold,Grocery,F,166138
5421,"Greater Mumbai, India",6-Oct-14,Signature,Food,M,76550
5422,"Delhi, India",10-Oct-14,Gold,Food,M,26285
5423,"Delhi, India",22-Apr-14,Silver,Grocery,F,130604
5424,"Ahmedabad, India",6-Nov-13,Gold,Food,M,151934
5425,"Bengaluru, India",11-Jan-15,Platinum,Food,M,119832
5426,"Bengaluru, India",3-May-15,Silver,Food,F,98571
5427,"Bengaluru, India",11-Nov-13,Platinum,Grocery,F,177645
5428,"Bengaluru, India",13-Dec-14,Gold,Grocery,M,64885
5429,"Ahmedabad, India",20-Jun-14,Silver,Grocery,F,218942
5430,"Greater Mumbai, India",3-Sep-14,Signature,Grocery,M,143938
5431,"Bengaluru, India",15-Apr-15,Gold,Entertainment,M,95120
5432,"Greater Mumbai, India",20-Apr-15,Signature,Food,F,50736
5433,"Ahmedabad, India",15-May-14,Gold,Bills,F,269192
5434,"Delhi, India",15-Sep-14,Gold,Food,M,184935
5435,"Delhi, India",17-Oct-14,Platinum,Fuel,F,218760
5436,"Greater Mumbai, India",12-Oct-13,Gold,Food,F,45191
5437,"Ahmedabad, India",20-Apr-14,Silver,Entertainment,F,49660
5438,"Bengaluru, India",25-Dec-13,Silver,Fuel,F,49988
5439,"Greater Mumbai, India",18-Jun-14,Signature,Grocery,M,103572
5440,"Bengaluru, India",20-Sep-14,Platinum,Bills,F,248257
5441,"Bengaluru, India",25-Oct-14,Platinum,Food,M,288269
5442,"Greater Mumbai, India",2-Mar-15,Platinum,Food,F,170297
5443,"Delhi, India",9-Oct-13,Gold,Food,F,295917
5444,"Greater Mumbai, India",12-Nov-14,Platinum,Fuel,M,50416
5445,"Delhi, India",6-Oct-13,Signature,Food,F,156519
5446,"Ahmedabad, India",30-Nov-13,Platinum,Bills,M,122906
5447,"Ahmedabad, India",8-Apr-14,Signature,Entertainment,F,231969
5448,"Bengaluru, India",21-Oct-13,Gold,Bills,F,290022
5449,"Delhi, India",18-Mar-15,Platinum,Food,F,63691
5450,"Greater Mumbai, India",6-Jun-14,Silver,Fuel,F,193602
5451,"Ahmedabad, India",3-Apr-14,Gold,Fuel,F,176859
5452,"Delhi, India",17-Feb-15,Gold,Entertainment,M,196037
5453,"Ahmedabad, India",16-Aug-14,Gold,Grocery,M,246068
5454,"Greater Mumbai, India",1-Dec-14,Silver,Grocery,M,28122
5455,"Ahmedabad, India",7-Jan-15,Silver,Entertainment,M,170937
5456,"Ahmedabad, India",6-Oct-14,Gold,Bills,M,127798
5457,"Ahmedabad, India",8-Jan-14,Signature,Fuel,M,282235
5458,"Delhi, India",23-Dec-14,Gold,Food,M,40837
5459,"Bengaluru, India",28-Oct-13,Platinum,Food,M,222217
5460,"Bengaluru, India",20-Apr-14,Silver,Food,M,253161
5461,"Ahmedabad, India",2-Oct-14,Signature,Food,M,76255
5462,"Ahmedabad, India",19-Jul-14,Platinum,Entertainment,F,123724
5463,"Greater Mumbai, India",20-Oct-14,Signature,Bills,F,172093
5464,"Ahmedabad, India",2-May-14,Signature,Grocery,M,93499
5465,"Ahmedabad, India",22-Feb-14,Silver,Fuel,F,31353
5466,"Greater Mumbai, India",24-Oct-14,Silver,Fuel,F,205830
5467,"Ahmedabad, India",6-Aug-14,Gold,Entertainment,M,223444
5468,"Greater Mumbai, India",23-Dec-13,Silver,Food,M,218498
5469,"Delhi, India",10-Mar-14,Signature,Entertainment,M,8844
5470,"Bengaluru, India",6-Jan-15,Signature,Food,M,30206
5471,"Delhi, India",7-Feb-15,Gold,Fuel,F,220520
5472,"Ahmedabad, India",28-May-14,Signature,Entertainment,F,155034
5473,"Ahmedabad, India",27-Mar-14,Signature,Grocery,F,118490
5474,"Ahmedabad, India",26-Nov-13,Platinum,Entertainment,F,198752
5475,"Greater Mumbai, India",17-Sep-14,Gold,Fuel,F,253590
5476,"Ahmedabad, India",8-Feb-14,Silver,Entertainment,M,10590
5477,"Delhi, India",22-Jan-14,Gold,Food,F,125162
5478,"Bengaluru, India",31-Jan-14,Gold,Food,F,189867
5479,"Greater Mumbai, India",25-Dec-14,Platinum,Food,F,19194
5480,"Bengaluru, India",24-May-15,Platinum,Entertainment,F,35372
5481,"Greater Mumbai, India",3-Jun-14,Platinum,Fuel,F,55506
5482,"Ahmedabad, India",14-Feb-14,Silver,Fuel,F,195702
5483,"Ahmedabad, India",25-Jan-14,Gold,Entertainment,F,251030
5484,"Ahmedabad, India",10-Mar-14,Silver,Food,F,26647
5485,"Delhi, India",25-Jul-14,Platinum,Entertainment,M,158973
5486,"Ahmedabad, India",12-Feb-15,Gold,Food,M,193286
5487,"Delhi, India",19-Jan-14,Signature,Bills,M,220673
5488,"Bengaluru, India",4-May-14,Gold,Food,F,77839
5489,"Greater Mumbai, India",19-Feb-15,Platinum,Food,M,119741
5490,"Greater Mumbai, India",13-May-15,Signature,Fuel,F,234689
5491,"Delhi, India",22-Jan-14,Signature,Entertainment,M,148983
5492,"Bengaluru, India",19-Mar-14,Signature,Grocery,F,205574
5493,"Delhi, India",20-Dec-13,Platinum,Grocery,F,207347
5494,"Ahmedabad, India",21-Oct-14,Gold,Fuel,F,121717
5495,"Bengaluru, India",7-Oct-13,Gold,Bills,M,152070
5496,"Bengaluru, India",5-Oct-14,Gold,Food,M,106635
5497,"Greater Mumbai, India",14-Feb-14,Platinum,Grocery,M,129505
5498,"Ahmedabad, India",12-Oct-14,Gold,Fuel,M,4473
5499,"Delhi, India",4-Nov-13,Signature,Entertainment,M,253025
5500,"Ahmedabad, India",18-Oct-13,Gold,Fuel,F,12595
5501,"Delhi, India",9-Feb-15,Platinum,Entertainment,M,198327
5502,"Bengaluru, India",19-Feb-14,Gold,Food,F,34901
5503,"Ahmedabad, India",26-Apr-14,Gold,Bills,M,261919
5504,"Bengaluru, India",10-Oct-13,Silver,Grocery,M,291694
5505,"Ahmedabad, India",27-Sep-14,Platinum,Bills,M,7005
5506,"Greater Mumbai, India",9-Apr-14,Silver,Fuel,F,250063
5507,"Greater Mumbai, India",12-Mar-15,Platinum,Bills,F,7651
5508,"Ahmedabad, India",24-Jun-14,Platinum,Entertainment,M,81687
5509,"Bengaluru, India",16-Jul-14,Silver,Entertainment,M,193468
5510,"Greater Mumbai, India",24-May-14,Platinum,Grocery,F,246966
5511,"Ahmedabad, India",4-Dec-14,Silver,Bills,F,231689
5512,"Delhi, India",24-Jan-15,Silver,Entertainment,M,234732
5513,"Delhi, India",10-Apr-14,Silver,Entertainment,M,219872
5514,"Delhi, India",1-Feb-15,Platinum,Food,F,270076
5515,"Delhi, India",16-Jul-14,Gold,Fuel,F,151781
5516,"Ahmedabad, India",26-Nov-14,Silver,Food,F,298885
5517,"Greater Mumbai, India",18-Apr-14,Signature,Bills,F,58875
5518,"Greater Mumbai, India",14-Apr-14,Signature,Bills,M,22806
5519,"Bengaluru, India",10-Jan-15,Signature,Fuel,M,29264
5520,"Delhi, India",14-Apr-15,Platinum,Bills,F,297594
5521,"Greater Mumbai, India",30-Dec-14,Gold,Bills,M,38496
5522,"Ahmedabad, India",22-Jul-14,Silver,Food,F,115647
5523,"Greater Mumbai, India",15-May-14,Silver,Food,F,149343
5524,"Greater Mumbai, India",9-Apr-15,Gold,Fuel,M,270207
5525,"Delhi, India",5-May-14,Platinum,Bills,F,186358
5526,"Ahmedabad, India",1-May-15,Silver,Fuel,M,263095
5527,"Delhi, India",5-Nov-14,Platinum,Entertainment,F,232431
5528,"Delhi, India",18-Nov-14,Platinum,Fuel,F,244009
5529,"Delhi, India",13-Apr-14,Silver,Fuel,F,79325
5530,"Bengaluru, India",12-Jul-14,Gold,Food,M,293135
5531,"Greater Mumbai, India",29-Dec-14,Silver,Bills,M,119718
5532,"Delhi, India",18-Feb-15,Signature,Grocery,M,104974
5533,"Greater Mumbai, India",8-Sep-14,Signature,Bills,F,75066
5534,"Delhi, India",19-May-15,Signature,Bills,M,188614
5535,"Greater Mumbai, India",21-Nov-13,Silver,Bills,M,42528
5536,"Ahmedabad, India",12-Nov-13,Platinum,Entertainment,M,128597
5537,"Bengaluru, India",6-May-14,Signature,Grocery,M,211054
5538,"Ahmedabad, India",2-Apr-15,Platinum,Food,M,62692
5539,"Greater Mumbai, India",11-Apr-15,Signature,Fuel,M,269088
5540,"Ahmedabad, India",28-Nov-13,Platinum,Bills,F,243298
5541,"Greater Mumbai, India",25-May-15,Signature,Fuel,M,7550
5542,"Ahmedabad, India",20-Jan-15,Signature,Food,F,1265
5543,"Bengaluru, India",30-Oct-14,Gold,Entertainment,M,151670
5544,"Greater Mumbai, India",9-Feb-14,Signature,Fuel,M,73379
5545,"Bengaluru, India",22-Nov-14,Platinum,Fuel,M,252255
5546,"Greater Mumbai, India",29-Mar-14,Silver,Bills,M,38740
5547,"Bengaluru, India",31-Aug-14,Platinum,Entertainment,F,110968
5548,"Bengaluru, India",26-Mar-15,Silver,Entertainment,M,33371
5549,"Ahmedabad, India",9-Dec-14,Silver,Bills,M,182309
5550,"Delhi, India",22-Jul-14,Gold,Food,M,112558
5551,"Bengaluru, India",2-Jan-14,Signature,Grocery,F,299040
5552,"Greater Mumbai, India",31-Mar-15,Signature,Entertainment,F,159141
5553,"Bengaluru, India",20-Jan-14,Platinum,Fuel,M,207078
5554,"Bengaluru, India",6-Jan-15,Signature,Food,M,232635
5555,"Delhi, India",4-Feb-14,Platinum,Bills,M,144398
5556,"Bengaluru, India",31-Jan-14,Platinum,Fuel,M,265531
5557,"Delhi, India",2-Feb-15,Gold,Grocery,F,188143
5558,"Ahmedabad, India",28-Dec-14,Signature,Entertainment,M,79970
5559,"Bengaluru, India",5-Jan-14,Gold,Entertainment,M,207831
5560,"Bengaluru, India",6-Jul-14,Signature,Fuel,M,226486
5561,"Greater Mumbai, India",22-Dec-13,Silver,Food,M,47247
5562,"Ahmedabad, India",15-Jun-14,Signature,Food,M,198530
5563,"Bengaluru, India",6-Sep-14,Signature,Bills,F,88293
5564,"Bengaluru, India",3-Mar-15,Platinum,Bills,M,257118
5565,"Ahmedabad, India",4-May-14,Platinum,Fuel,F,176991
5566,"Delhi, India",6-Mar-15,Signature,Fuel,F,15025
5567,"Ahmedabad, India",19-Nov-13,Platinum,Bills,F,239453
5568,"Delhi, India",27-Apr-15,Gold,Fuel,F,98236
5569,"Delhi, India",23-Jan-14,Signature,Fuel,F,144517
5570,"Ahmedabad, India",16-May-14,Gold,Grocery,F,278516
5571,"Greater Mumbai, India",11-Dec-13,Silver,Bills,M,213719
5572,"Ahmedabad, India",16-Mar-15,Silver,Grocery,F,167523
5573,"Greater Mumbai, India",10-May-15,Silver,Grocery,F,44230
5574,"Ahmedabad, India",23-Nov-14,Signature,Bills,M,182212
5575,"Greater Mumbai, India",24-Sep-14,Silver,Entertainment,M,43419
5576,"Ahmedabad, India",6-Feb-15,Platinum,Food,F,117563
5577,"Bengaluru, India",2-Feb-15,Platinum,Fuel,M,114853
5578,"Delhi, India",24-Feb-15,Silver,Fuel,F,54894
5579,"Delhi, India",4-Jan-15,Gold,Entertainment,F,93929
5580,"Ahmedabad, India",21-Mar-14,Signature,Bills,F,161580
5581,"Ahmedabad, India",8-Nov-13,Platinum,Bills,F,54090
5582,"Greater Mumbai, India",24-Oct-13,Gold,Food,M,9201
5583,"Delhi, India",27-Dec-13,Gold,Fuel,M,18133
5584,"Ahmedabad, India",7-Mar-15,Signature,Bills,F,39007
5585,"Bengaluru, India",12-Dec-13,Signature,Grocery,M,188819
5586,"Bengaluru, India",11-Feb-15,Signature,Bills,M,217968
5587,"Ahmedabad, India",12-Nov-14,Signature,Grocery,M,228427
5588,"Delhi, India",12-Aug-14,Platinum,Bills,F,154256
5589,"Greater Mumbai, India",15-Mar-15,Silver,Entertainment,F,254603
5590,"Ahmedabad, India",13-Aug-14,Signature,Food,F,103568
5591,"Delhi, India",6-Nov-13,Platinum,Fuel,M,12638
5592,"Ahmedabad, India",8-Feb-14,Gold,Food,M,4737
5593,"Greater Mumbai, India",24-Apr-14,Gold,Bills,F,152667
5594,"Ahmedabad, India",15-Mar-15,Gold,Grocery,M,58143
5595,"Bengaluru, India",26-Apr-15,Silver,Food,F,173178
5596,"Bengaluru, India",11-Jan-15,Platinum,Fuel,M,126079
5597,"Bengaluru, India",20-Mar-14,Silver,Entertainment,M,49976
5598,"Greater Mumbai, India",23-Oct-13,Signature,Food,F,183818
5599,"Ahmedabad, India",18-Jan-15,Silver,Grocery,M,202671
5600,"Greater Mumbai, India",11-Jul-14,Signature,Grocery,M,19014
5601,"Greater Mumbai, India",2-Apr-14,Platinum,Grocery,F,136271
5602,"Greater Mumbai, India",14-May-15,Platinum,Food,F,61427
5603,"Ahmedabad, India",23-Mar-14,Gold,Bills,M,226543
5604,"Ahmedabad, India",13-Feb-14,Silver,Entertainment,F,85013
5605,"Ahmedabad, India",25-Mar-15,Platinum,Food,F,44844
